name	doi	aerobic_status	morphology	motility	spore_formation	gram_stain	bile_sensitive	saccharolytic	comments	urease	catalase	formate_production	acetate_production	propionate_production	butyrate_production	isobutyrate_production	valerate_production	isovalerate_production
Fusobacterium alocis	10.1099/00207713-35-4-475	obligate anaerobe	rod/ bacilli	variable	non-spore forming	Gram-negative	not indicated	not indicated		urease negative	catalase negative	not indicated	major product	not indicated	major product	not indicated	not indicated	not indicated
Fusobacterium sulci	10.1099/00207713-35-4-475	obligate anaerobe	rod/ bacilli	non-motile	non-spore forming	Gram-negative	not indicated	not indicated		urease negative	catalase negative	not indicated	minor product	not indicated	major product	not indicated	not indicated	not indicated
Fusobacterium equinum	10.1099/00207713-51-6-1959	not indicated	pleomorphic rods	non-motile	not indicated	Gram-variable	growth in 20% bile	not indicated		not indicated	not indicated	not indicated	major product	major product	major product	not indicated	not indicated	not indicated
Fusobacterium pseudonecrophorum	10.1099/00207713-40-1-71	obligate anaerobe	rod/ bacilli	not indicated	non-spore forming	Gram-negative	not indicated	saccharolytic		not indicated	not indicated	not indicated	not indicated	major product	major product	not indicated	not indicated	not indicated
Fusobacterium simiae	10.1099/00207713-32-2-191	anaerobe (unspecified)	fusiform	non-motile	not indicated	Gram-negative	not indicated	saccharolytic		not indicated	not indicated	not indicated	minor product	minor product	major product	not producted	not indicated	not producted
Fusobacterium ulcerans	10.1099/00207713-38-4-447	obligate anaerobe	pleomorphic rods	non-motile	non-spore forming	Gram-negative	not indicated	saccharolytic		urease negative	catalase negative	not indicated	minor product	minor product	major product	not indicated	not indicated	not indicated
Fusobacterium varium	N/A	not indicated	rods, cocci, or oval-shaped	not indicated	not indicated	not indicated	not indicated	saccharolytic	http://jb.asm.org/content/25/4/389.full.pdf+html	not indicated	not indicated	not indicated	not indicated	not indicated	not indicated	not indicated	not indicated	not indicated
Lactobacillus acetotolerans	10.1099/00207713-36-4-544	facultative anaerobe	rod/ bacilli	not indicated	non-spore forming	Gram-positive	not indicated	saccharolytic		not indicated	catalase negative	not indicated	not indicated	not indicated	not indicated	not indicated	not indicated	not indicated
Lactobacillus acidifarinae	10.1099/ijs.0.63274-0	facultative anaerobe	rod/ bacilli	non-motile	non-spore forming	Gram-positive	not indicated	saccharolytic		not indicated	catalase negative	not indicated	major product	not indicated	not indicated	not indicated	not indicated	not indicated
Lactobacillus acidipiscis	0.1099/00207713-50-4-1479	microaerobe	rod/ bacilli	non-motile	non-spore forming	Gram-positive	not indicated	saccharolytic		not indicated	catalase negative	not indicated	not indicated	not indicated	not indicated	not indicated	not indicated	not indicated
Lactobacillus algidus	10.1099/00207713-50-3-1143	facultative anaerobe	rods or oval-shaped	non-motile	non-spore forming	Gram-positive	not indicated	not indicated		not indicated	catalase negative	not indicated	not indicated	not indicated	not indicated	not indicated	not indicated	not indicated
Lactobacillus amylotrophicus	10.1099/ijs.0.64463-0	facultative anaerobe	rod/ bacilli	non-motile	non-spore forming	Gram-positive	not indicated	saccharolytic		not indicated	catalase negative	not indicated	not indicated	not indicated	not indicated	not indicated	not indicated	not indicated
Lactobacillus amylovorus	10.1099/00207713-31-1-56	facultative anaerobe	rod/ bacilli	non-motile	non-spore forming	Gram-positive	not indicated	saccharolytic		not indicated	catalase negative	not indicated	minor product	not indicated	not indicated	not indicated	not indicated	not indicated
Lactobacillus antri	10.1099/ijs.0.63083-0	facultative anaerobe	rod/ bacilli	non-motile	non-spore forming	Gram-positive	not indicated	saccharolytic		not indicated	catalase negative	not indicated	not indicated	not indicated	not indicated	not indicated	not indicated	not indicated
Lactobacillus apinorum	10.1099/ijs.0.059600-0	facultative anaerobe	rod/ bacilli	non-motile	non-spore forming	Gram-positive	not indicated	saccharolytic		not indicated	catalase negative	not indicated	not indicated	not indicated	not indicated	not indicated	not indicated	not indicated
Lactobacillus apis	10.1099/ijs.0.053033-0	microaerobe or anaerobe	rod/ bacilli	non-motile	non-spore forming	Gram-positive	not indicated	saccharolytic		urease negative	catalase negative	not indicated	not indicated	not consumed	not indicated	not indicated	not indicated	not indicated
Lactobacillus aquaticus	10.1099/ijs.0.008276-0	microaerobe	rod/ bacilli	motile	non-spore forming	Gram-positive	not indicated	saccharolytic		not indicated	catalase negative	not indicated	not indicated	not indicated	not indicated	not indicated	not indicated	not indicated
Lactobacillus arizonensis	10.1099/00207713-50-5-1803	facultative anaerobe	rod/ bacilli	non-motile	non-spore forming	Gram-positive	not indicated	saccharolytic		not indicated	catalase negative	not indicated	not indicated	not indicated	not indicated	not indicated	not indicated	not indicated
Lactobacillus backii	10.1099/ijs.0.051920-0	facultative anaerobe	rod/ bacilli	non-motile	non-spore forming	Gram-positive	not indicated	saccharolytic		not indicated	catalase negative	not indicated	not indicated	not indicated	not indicated	not indicated	not indicated	not indicated
Lactobacillus bobalius	10.1099/ijs.0.65695-0	microaerobe	rod/ bacilli	not indicated	non-spore forming	Gram-positive	not indicated	saccharolytic		not indicated	catalase negative	not indicated	not indicated	not indicated	not indicated	not consumed	not indicated	not indicated
Lactobacillus bombi	10.1099/ijs.0.063602-0	microaerobe or anaerobe	curved rods	not indicated	not indicated	Gram-positive	not indicated	saccharolytic		urease variable	catalase negative	not indicated	not indicated	not indicated	not indicated	not indicated	not indicated	not indicated
Lactobacillus brantae	10.1099/ijs.0.033852-0	facultative anaerobe	rods, cocci, or oval-shaped	non-motile	non-spore forming	Gram-positive	not indicated	saccharolytic		not indicated	catalase negative	not consumed	not consumed	not consumed	consumed	not indicated	not indicated	not indicated
Lactobacillus cacaonum	10.1099/ijs.0.001172-0	facultative anaerobe	rod/ bacilli	non-motile	not indicated	Gram-positive	not indicated	saccharolytic		not indicated	catalase negative	not indicated	major product	not indicated	not indicated	not indicated	not indicated	not indicated
Lactobacillus capillatus	10.1099/ijs.0.65834-0	facultative anaerobe	rod/ bacilli	motile	non-spore forming	Gram-positive	not indicated	saccharolytic		not indicated	catalase negative	not indicated	not indicated	not indicated	not indicated	not indicated	not indicated	not indicated
Lactobacillus casei	10.1099/00207713-21-1-69	not indicated	rod/ bacilli	non-motile	non-spore forming	Gram-positive	not indicated	saccharolytic		not indicated	not indicated	not indicated	not indicated	not indicated	not indicated	not indicated	not indicated	not indicated
Lactobacillus cellobiosus	N/A	not indicated	not indicated	not indicated	not indicated	not indicated	not indicated	saccharolytic	http://jb.asm.org/content/65/6/681.full.pdf+html	not indicated	not indicated	not indicated	not indicated	not indicated	not indicated	not indicated	not indicated	not indicated
Lactobacillus cellobiosus	N/A	not indicated	not indicated	not indicated	not indicated	not indicated	not indicated	saccharolytic	http://jb.asm.org/content/65/6/681.full.pdf+html	not indicated	not indicated	not indicated	not indicated	not indicated	not indicated	not indicated	not indicated	not indicated
Lactobacillus ceti	10.1099/ijs.0.65372-0	facultative anaerobe	rod/ bacilli	non-motile	non-spore forming	Gram-positive	not indicated	not indicated		not indicated	catalase negative	not producted	not producted	not producted	not producted	not producted	not producted	not producted
Lactobacillus coleohominis	10.1099/00207713-51-6-2081	facultative anaerobe	rod/ bacilli	not indicated	non-spore forming	Gram-positive	not indicated	saccharolytic		urease negative	catalase negative	not indicated	not indicated	not indicated	not indicated	not indicated	not indicated	not indicated
Lactobacillus composti	10.1099/ijs.0.64743-0	facultative anaerobe	rod/ bacilli	non-motile	not indicated	Gram-positive	not indicated	saccharolytic		not indicated	catalase negative	not indicated	not indicated	not indicated	not indicated	not indicated	not indicated	not indicated
Lactobacillus concavus	10.1099/ijs.0.63509-0	facultative anaerobe	curved rods	non-motile	non-spore forming	Gram-positive	not indicated	saccharolytic		not indicated	catalase negative	not indicated	not indicated	not indicated	not indicated	not indicated	not indicated	not indicated
Lactobacillus crustorum	10.1099/ijs.0.64836-0	facultative anaerobe	rod/ bacilli	non-motile	non-spore forming	Gram-positive	not indicated	saccharolytic		not indicated	catalase negative	not indicated	not indicated	not indicated	not indicated	not indicated	not indicated	not indicated
Lactobacillus curieae	10.1099/ijs.0.041830-0	facultative anaerobe	rod/ bacilli	non-motile	non-spore forming	Gram-positive	not indicated	saccharolytic		not indicated	catalase negative	not indicated	not indicated	not indicated	not indicated	not indicated	not indicated	not indicated
Lactobacillus cypricasei	10.1099/00207713-51-1-45	facultative anaerobe	rod/ bacilli	not indicated	non-spore forming	Gram-positive	not indicated	saccharolytic		urease negative	catalase negative	not indicated	not indicated	not indicated	not indicated	not indicated	not indicated	not indicated
Lactobacillus dextrinicus	10.1099/ijs.0.65779-0	facultative anaerobe	cocci	non-motile	non-spore forming	Gram-positive	not indicated	saccharolytic		not indicated	catalase negative	not producted	not producted	not producted	not producted	not producted	not producted	not producted
Lactobacillus diolivorans	10.1099/00207713-52-2-639	facultative anaerobe	rod/ bacilli	non-motile	non-spore forming	Gram-positive	not indicated	saccharolytic		not indicated	catalase negative	not indicated	not indicated	major product	not indicated	not indicated	not indicated	not indicated
Lactobacillus durianis	10.1099/00207713-52-3-927	microaerobe	rod/ bacilli	non-motile	non-spore forming	Gram-positive	not indicated	saccharolytic		not indicated	catalase negative	not indicated	major product	not indicated	not indicated	not indicated	not indicated	not indicated
Lactobacillus equi	10.1099/00207713-52-1-211	facultative anaerobe	rod/ bacilli	non-motile	non-spore forming	Gram-positive	not indicated	saccharolytic		not indicated	catalase negative	not indicated	not indicated	not indicated	not indicated	not indicated	not indicated	not indicated
Lactobacillus equicursoris	10.1099/ijs.0.009290-0	obligate anaerobe	curved rods	non-motile	not indicated	Gram-positive	not indicated	saccharolytic		not indicated	catalase negative	not indicated	not indicated	not indicated	not indicated	not indicated	not indicated	not indicated
Lactobacillus equigenerosi	10.1099/ijs.0.65250-0	facultative anaerobe	cocci or oval-shaped	non-motile	not indicated	Gram-positive	not indicated	saccharolytic		not indicated	catalase negative	not indicated	major product	not indicated	not indicated	not indicated	not indicated	not indicated
Lactobacillus fabifermentans	10.1099/ijs.0.001172-0	facultative anaerobe	rod/ bacilli	non-motile	not indicated	Gram-positive	not indicated	saccharolytic		not indicated	catalase negative	not producted	not producted	not producted	not producted	not producted	not producted	not producted
