X90515	1	1492	s93	Verrucomicrobium spinosum	type sp.	Verrucomicrobiaceae	1	http://www.bacterio.net/verrucomicrobium.html	Bacteria;Verrucomicrobia;Verrucomicrobiae;Verrucomicrobiaceae and Rubritaleaceae	Bacteria;Verrucomicrobia;Verrucomicrobiae;Verrucomicrobiales;Verrucomicrobiaceae;Verrucomicrobium
JX524154	1	1401	s119	Verrucosispora andamanensis		Micromonosporaceae		http://www.bacterio.net/verrucosispora.html	Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Micromonosporineae	Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Micromonosporineae;Micromonosporaceae;Verrucosispora
JQ423921	1	1429	s119	Verrucosispora fiedleri		Micromonosporaceae		http://www.bacterio.net/verrucosispora.html	Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Micromonosporineae	Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Micromonosporineae;Micromonosporaceae;Verrucosispora
Y15523	1	1462	s93	Verrucosispora gifhornensis	type sp.	Micromonosporaceae	1	http://www.bacterio.net/verrucosispora.html	Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Micromonosporineae	Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Micromonosporineae;Micromonosporaceae;Verrucosispora
EF191199	1	1418	s102	Verrucosispora lutea		Micromonosporaceae		http://www.bacterio.net/verrucosispora.html	Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Micromonosporineae	Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Micromonosporineae;Micromonosporaceae;Verrucosispora
AY528866	1	1440	s111	Verrucosispora maris		Micromonosporaceae		http://www.bacterio.net/verrucosispora.html	Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Micromonosporineae	Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Micromonosporineae;Micromonosporaceae;Verrucosispora
EU427445	1	1457	s119	Verrucosispora qiuiae		Micromonosporaceae		http://www.bacterio.net/verrucosispora.html	Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Micromonosporineae	Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Micromonosporineae;Micromonosporaceae;Verrucosispora
EU870859	1	1458	s104	Verrucosispora sediminis		Micromonosporaceae		http://www.bacterio.net/verrucosispora.html	Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Micromonosporineae	Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Micromonosporineae;Micromonosporaceae;Verrucosispora
HQ123435	1	1475	s115	Verrucosispora wenchangensis		Micromonosporaceae		http://www.bacterio.net/verrucosispora.html	Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Micromonosporineae	Bacteria;Actinobacteria;Actinobacteria;Actinomycetales;Micromonosporineae;Micromonosporaceae;Verrucosispora
KC986352	1	1454	s119	Verticia sediminum	type sp.	Alcaligenaceae		http://www.bacterio.net/verticia.html	Bacteria;Alpha-Beta and Gammaproteobacteria;Gammaproteobacteria and Betaproteobacteria;Betaproteobacteria;Burkholderiales;Alcaligenaceae	Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Alcaligenaceae;Verticia
KF031240	1	1462	s119	Vespertiliibacter pulmonis	type sp.	Pasteurellaceae		http://www.bacterio.net/vespertiliibacter.html	Bacteria;Alpha-Beta and Gammaproteobacteria;Gammaproteobacteria and Betaproteobacteria;Enterobacteriales-Pasteurellales and Orbales;Pasteurellales	Bacteria;Proteobacteria;Gammaproteobacteria;Pasteurellales;Pasteurellaceae;Vespertiliibacter
HE613734	1	1463	s115	Vibrio aestivus		Vibrionaceae		http://www.bacterio.net/vibrio.html	Bacteria;Alpha-Beta and Gammaproteobacteria;Gammaproteobacteria and Betaproteobacteria;Vibrionaceae	Bacteria;Proteobacteria;Gammaproteobacteria;Vibrionales;Vibrionaceae;Vibrio
X74689	1	1427	s93	Vibrio aestuarianus		Vibrionaceae	1, +, n	http://www.bacterio.net/vibrio.html	Bacteria;Alpha-Beta and Gammaproteobacteria;Gammaproteobacteria and Betaproteobacteria;Vibrionaceae	Bacteria;Proteobacteria;Gammaproteobacteria;Vibrionales;Vibrionaceae;Vibrio
AJ310647	1	1542	s93	Vibrio agarivorans		Vibrionaceae	1	http://www.bacterio.net/vibrio.html	Bacteria;Alpha-Beta and Gammaproteobacteria;Gammaproteobacteria and Betaproteobacteria;Vibrionaceae	Bacteria;Proteobacteria;Gammaproteobacteria;Vibrionales;Vibrionaceae;Vibrio
EF032499	1	1465	s93	Vibrio albensis		Vibrionaceae	2, Z	http://www.bacterio.net/vibrio.html	Bacteria;Alpha-Beta and Gammaproteobacteria;Gammaproteobacteria and Betaproteobacteria;Vibrionaceae	Bacteria;Proteobacteria;Gammaproteobacteria;Vibrionales;Vibrionaceae;Vibrio
JF316656	1	1497	s115	Vibrio alfacsensis		Vibrionaceae		http://www.bacterio.net/vibrio.html	Bacteria;Alpha-Beta and Gammaproteobacteria;Gammaproteobacteria and Betaproteobacteria;Vibrionaceae	Bacteria;Proteobacteria;Gammaproteobacteria;Vibrionales;Vibrionaceae;Vibrio
X56576	1	1483	s93	Vibrio alginolyticus		Vibrionaceae	2, TA, Z	http://www.bacterio.net/vibrio.html	Bacteria;Alpha-Beta and Gammaproteobacteria;Gammaproteobacteria and Betaproteobacteria;Vibrionaceae	Bacteria;Proteobacteria;Gammaproteobacteria;Vibrionales;Vibrionaceae;Vibrio
AM235737	1	1455	s93	Vibrio anguillarum		Vibrionaceae	2, t	http://www.bacterio.net/vibrio.html	Bacteria;Alpha-Beta and Gammaproteobacteria;Gammaproteobacteria and Betaproteobacteria;Vibrionaceae	Bacteria;Proteobacteria;Gammaproteobacteria;Vibrionales;Vibrionaceae;Vibrio
EU143360	1	1420	s100	Vibrio areninigrae		Vibrionaceae		http://www.bacterio.net/vibrio.html	Bacteria;Alpha-Beta and Gammaproteobacteria;Gammaproteobacteria and Betaproteobacteria;Vibrionaceae	Bacteria;Proteobacteria;Gammaproteobacteria;Vibrionales;Vibrionaceae;Vibrio
EF599164	1	1544	s108	Vibrio artabrorum		Vibrionaceae		http://www.bacterio.net/vibrio.html	Bacteria;Alpha-Beta and Gammaproteobacteria;Gammaproteobacteria and Betaproteobacteria;Vibrionaceae	Bacteria;Proteobacteria;Gammaproteobacteria;Vibrionales;Vibrionaceae;Vibrio
KP342514	1	1489	s128	Vibrio astriarenae		Vibrionaceae		http://www.bacterio.net/vibrio.html	Bacteria;Alpha-Beta and Gammaproteobacteria;Gammaproteobacteria and Betaproteobacteria;Vibrionaceae	Bacteria;Proteobacteria;Gammaproteobacteria;Vibrionales;Vibrionaceae;Vibrio
EF599163	1	1536	s108	Vibrio atlanticus		Vibrionaceae		http://www.bacterio.net/vibrio.html	Bacteria;Alpha-Beta and Gammaproteobacteria;Gammaproteobacteria and Betaproteobacteria;Vibrionaceae	Bacteria;Proteobacteria;Gammaproteobacteria;Vibrionales;Vibrionaceae;Vibrio
FJ009624	1	1401	s104	Vibrio atypicus		Vibrionaceae		http://www.bacterio.net/vibrio.html	Bacteria;Alpha-Beta and Gammaproteobacteria;Gammaproteobacteria and Betaproteobacteria;Vibrionaceae	Bacteria;Proteobacteria;Gammaproteobacteria;Vibrionales;Vibrionaceae;Vibrio
AB428897	1	1298	s100	Vibrio azureus		Vibrionaceae		http://www.bacterio.net/vibrio.html	Bacteria;Alpha-Beta and Gammaproteobacteria;Gammaproteobacteria and Betaproteobacteria;Vibrionaceae	Bacteria;Proteobacteria;Gammaproteobacteria;Vibrionales;Vibrionaceae;Vibrio
HF568951	1	1489	s128	Vibrio bivalvicida		Vibrionaceae		http://www.bacterio.net/vibrio.html	Bacteria;Alpha-Beta and Gammaproteobacteria;Gammaproteobacteria and Betaproteobacteria;Vibrionaceae	Bacteria;Proteobacteria;Gammaproteobacteria;Vibrionales;Vibrionaceae;Vibrio
AJ316172	1	1504	s93	Vibrio brasiliensis		Vibrionaceae	1	http://www.bacterio.net/vibrio.html	Bacteria;Alpha-Beta and Gammaproteobacteria;Gammaproteobacteria and Betaproteobacteria;Vibrionaceae	Bacteria;Proteobacteria;Gammaproteobacteria;Vibrionales;Vibrionaceae;Vibrio
EF599161	1	1438	s100	Vibrio breoganii		Vibrionaceae		http://www.bacterio.net/vibrio.html	Bacteria;Alpha-Beta and Gammaproteobacteria;Gammaproteobacteria and Betaproteobacteria;Vibrionaceae	Bacteria;Proteobacteria;Gammaproteobacteria;Vibrionales;Vibrionaceae;Vibrio
X56575	1	1485	s93	Vibrio campbellii		Vibrionaceae	1	http://www.bacterio.net/vibrio.html	Bacteria;Alpha-Beta and Gammaproteobacteria;Gammaproteobacteria and Betaproteobacteria;Vibrionaceae	Bacteria;Proteobacteria;Gammaproteobacteria;Vibrionales;Vibrionaceae;Vibrio
GU223601	1	1470	s111	Vibrio caribbeanicus		Vibrionaceae		http://www.bacterio.net/vibrio.html	Bacteria;Alpha-Beta and Gammaproteobacteria;Gammaproteobacteria and Betaproteobacteria;Vibrionaceae	Bacteria;Proteobacteria;Gammaproteobacteria;Vibrionales;Vibrionaceae;Vibrio
FJ968722	1	1519	s104	Vibrio casei		Vibrionaceae		http://www.bacterio.net/vibrio.html	Bacteria;Alpha-Beta and Gammaproteobacteria;Gammaproteobacteria and Betaproteobacteria;Vibrionaceae	Bacteria;Proteobacteria;Gammaproteobacteria;Vibrionales;Vibrionaceae;Vibrio
EF599162	1	1542	s106	Vibrio celticus		Vibrionaceae		http://www.bacterio.net/vibrio.html	Bacteria;Alpha-Beta and Gammaproteobacteria;Gammaproteobacteria and Betaproteobacteria;Vibrionaceae	Bacteria;Proteobacteria;Gammaproteobacteria;Vibrionales;Vibrionaceae;Vibrio
AJ316199	1	1435	s93	Vibrio chagasii		Vibrionaceae	1	http://www.bacterio.net/vibrio.html	Bacteria;Alpha-Beta and Gammaproteobacteria;Gammaproteobacteria and Betaproteobacteria;Vibrionaceae	Bacteria;Proteobacteria;Gammaproteobacteria;Vibrionales;Vibrionaceae;Vibrio
X76337	1	1538	s93	Vibrio cholerae	type sp.	Vibrionaceae	2, Z	http://www.bacterio.net/vibrio.html	Bacteria;Alpha-Beta and Gammaproteobacteria;Gammaproteobacteria and Betaproteobacteria;Vibrionaceae	Bacteria;Proteobacteria;Gammaproteobacteria;Vibrionales;Vibrionaceae;Vibrio
X74698	1	1456	s93	Vibrio cincinnatiensis		Vibrionaceae	2	http://www.bacterio.net/vibrio.html	Bacteria;Alpha-Beta and Gammaproteobacteria;Gammaproteobacteria and Betaproteobacteria;Vibrionaceae	Bacteria;Proteobacteria;Gammaproteobacteria;Vibrionales;Vibrionaceae;Vibrio
DQ922915	1	1432	s93	Vibrio comitans		Vibrionaceae	1	http://www.bacterio.net/vibrio.html	Bacteria;Alpha-Beta and Gammaproteobacteria;Gammaproteobacteria and Betaproteobacteria;Vibrionaceae	Bacteria;Proteobacteria;Gammaproteobacteria;Vibrionales;Vibrionaceae;Vibrio
GU078672	1	1470	s106	Vibrio communis		Vibrionaceae		http://www.bacterio.net/vibrio.html	Bacteria;Alpha-Beta and Gammaproteobacteria;Gammaproteobacteria and Betaproteobacteria;Vibrionaceae	Bacteria;Proteobacteria;Gammaproteobacteria;Vibrionales;Vibrionaceae;Vibrio
AJ440005	1	1465	s93	Vibrio coralliilyticus		Vibrionaceae	1, n	http://www.bacterio.net/vibrio.html	Bacteria;Alpha-Beta and Gammaproteobacteria;Gammaproteobacteria and Betaproteobacteria;Vibrionaceae	Bacteria;Proteobacteria;Gammaproteobacteria;Vibrionales;Vibrionaceae;Vibrio
HF955040	1	1416	s119	Vibrio cortegadensis		Vibrionaceae		http://www.bacterio.net/vibrio.html	Bacteria;Alpha-Beta and Gammaproteobacteria;Gammaproteobacteria and Betaproteobacteria;Vibrionaceae	Bacteria;Proteobacteria;Gammaproteobacteria;Vibrionales;Vibrionaceae;Vibrio
EF094887	1	1496	s93	Vibrio crassostreae		Vibrionaceae	1, n	http://www.bacterio.net/vibrio.html	Bacteria;Alpha-Beta and Gammaproteobacteria;Gammaproteobacteria and Betaproteobacteria;Vibrionaceae	Bacteria;Proteobacteria;Gammaproteobacteria;Vibrionales;Vibrionaceae;Vibrio
JQ434120	1	1507	s123	Vibrio crosai		Vibrionaceae		http://www.bacterio.net/vibrio.html	Bacteria;Alpha-Beta and Gammaproteobacteria;Gammaproteobacteria and Betaproteobacteria;Vibrionaceae	Bacteria;Proteobacteria;Gammaproteobacteria;Vibrionales;Vibrionaceae;Vibrio
AM162656	1	1365	s93	Vibrio cyclitrophicus		Vibrionaceae	1	http://www.bacterio.net/vibrio.html	Bacteria;Alpha-Beta and Gammaproteobacteria;Gammaproteobacteria and Betaproteobacteria;Vibrionaceae	Bacteria;Proteobacteria;Gammaproteobacteria;Vibrionales;Vibrionaceae;Vibrio
X99762	1	1376	s93	Vibrio diabolicus		Vibrionaceae	1	http://www.bacterio.net/vibrio.html	Bacteria;Alpha-Beta and Gammaproteobacteria;Gammaproteobacteria and Betaproteobacteria;Vibrionaceae	Bacteria;Proteobacteria;Gammaproteobacteria;Vibrionales;Vibrionaceae;Vibrio
X74701	1	1456	s93	Vibrio diazotrophicus		Vibrionaceae	1	http://www.bacterio.net/vibrio.html	Bacteria;Alpha-Beta and Gammaproteobacteria;Gammaproteobacteria and Betaproteobacteria;Vibrionaceae	Bacteria;Proteobacteria;Gammaproteobacteria;Vibrionales;Vibrionaceae;Vibrio
AY426980	1	1520	s93	Vibrio ezurae		Vibrionaceae	1	http://www.bacterio.net/vibrio.html	Bacteria;Alpha-Beta and Gammaproteobacteria;Gammaproteobacteria and Betaproteobacteria;Vibrionaceae	Bacteria;Proteobacteria;Gammaproteobacteria;Vibrionales;Vibrionaceae;Vibrio
X76335	1	1537	s93	Vibrio fluvialis		Vibrionaceae	2, Z	http://www.bacterio.net/vibrio.html	Bacteria;Alpha-Beta and Gammaproteobacteria;Gammaproteobacteria and Betaproteobacteria;Vibrionaceae	Bacteria;Proteobacteria;Gammaproteobacteria;Vibrionales;Vibrionaceae;Vibrio
AJ514916	1	1505	s93	Vibrio fortis		Vibrionaceae	1, n	http://www.bacterio.net/vibrio.html	Bacteria;Alpha-Beta and Gammaproteobacteria;Gammaproteobacteria and Betaproteobacteria;Vibrionaceae	Bacteria;Proteobacteria;Gammaproteobacteria;Vibrionales;Vibrionaceae;Vibrio
X76336	1	1546	s93	Vibrio furnissii		Vibrionaceae	2, Z	http://www.bacterio.net/vibrio.html	Bacteria;Alpha-Beta and Gammaproteobacteria;Gammaproteobacteria and Betaproteobacteria;Vibrionaceae	Bacteria;Proteobacteria;Gammaproteobacteria;Vibrionales;Vibrionaceae;Vibrio
EU541605	1	1544	s100	Vibrio gallaecicus		Vibrionaceae		http://www.bacterio.net/vibrio.html	Bacteria;Alpha-Beta and Gammaproteobacteria;Gammaproteobacteria and Betaproteobacteria;Vibrionaceae	Bacteria;Proteobacteria;Gammaproteobacteria;Vibrionales;Vibrionaceae;Vibrio
AY257972	1	1516	s93	Vibrio gallicus		Vibrionaceae	1	http://www.bacterio.net/vibrio.html	Bacteria;Alpha-Beta and Gammaproteobacteria;Gammaproteobacteria and Betaproteobacteria;Vibrionaceae	Bacteria;Proteobacteria;Gammaproteobacteria;Vibrionales;Vibrionaceae;Vibrio
X74705	1	1448	s93	Vibrio gazogenes		Vibrionaceae	1	http://www.bacterio.net/vibrio.html	Bacteria;Alpha-Beta and Gammaproteobacteria;Gammaproteobacteria and Betaproteobacteria;Vibrionaceae	Bacteria;Proteobacteria;Gammaproteobacteria;Vibrionales;Vibrionaceae;Vibrio
EF094888	1	1498	s93	Vibrio gigantis		Vibrionaceae	1, n	http://www.bacterio.net/vibrio.html	Bacteria;Alpha-Beta and Gammaproteobacteria;Gammaproteobacteria and Betaproteobacteria;Vibrionaceae	Bacteria;Proteobacteria;Gammaproteobacteria;Vibrionales;Vibrionaceae;Vibrio
AB000390	1	1428	s93	Vibrio halioticoli		Vibrionaceae	1	http://www.bacterio.net/vibrio.html	Bacteria;Alpha-Beta and Gammaproteobacteria;Gammaproteobacteria and Betaproteobacteria;Vibrionaceae	Bacteria;Proteobacteria;Gammaproteobacteria;Vibrionales;Vibrionaceae;Vibrio
EU082035	1	1475	s100	Vibrio hangzhouensis		Vibrionaceae		http://www.bacterio.net/vibrio.html	Bacteria;Alpha-Beta and Gammaproteobacteria;Gammaproteobacteria and Betaproteobacteria;Vibrionaceae	Bacteria;Proteobacteria;Gammaproteobacteria;Vibrionales;Vibrionaceae;Vibrio
AY750575	1	1436	s93	Vibrio harveyi		Vibrionaceae	1, +, t2	http://www.bacterio.net/vibrio.html	Bacteria;Alpha-Beta and Gammaproteobacteria;Gammaproteobacteria and Betaproteobacteria;Vibrionaceae	Bacteria;Proteobacteria;Gammaproteobacteria;Vibrionales;Vibrionaceae;Vibrio
JX204734	1	1455	s119	Vibrio hemicentroti		Vibrionaceae		http://www.bacterio.net/vibrio.html	Bacteria;Alpha-Beta and Gammaproteobacteria;Gammaproteobacteria and Betaproteobacteria;Vibrionaceae	Bacteria;Proteobacteria;Gammaproteobacteria;Vibrionales;Vibrionaceae;Vibrio
AJ345063	1	1468	s93	Vibrio hepatarius		Vibrionaceae	1	http://www.bacterio.net/vibrio.html	Bacteria;Alpha-Beta and Gammaproteobacteria;Gammaproteobacteria and Betaproteobacteria;Vibrionaceae	Bacteria;Proteobacteria;Gammaproteobacteria;Vibrionales;Vibrionaceae;Vibrio
FN421434	1	1417	s104	Vibrio hippocampi		Vibrionaceae		http://www.bacterio.net/vibrio.html	Bacteria;Alpha-Beta and Gammaproteobacteria;Gammaproteobacteria and Betaproteobacteria;Vibrionaceae	Bacteria;Proteobacteria;Gammaproteobacteria;Vibrionales;Vibrionaceae;Vibrio
AY254040	1	1517	s93	Vibrio hispanicus		Vibrionaceae	1	http://www.bacterio.net/vibrio.html	Bacteria;Alpha-Beta and Gammaproteobacteria;Gammaproteobacteria and Betaproteobacteria;Vibrionaceae	Bacteria;Proteobacteria;Gammaproteobacteria;Vibrionales;Vibrionaceae;Vibrio
LC004912	1	1390	s128	Vibrio hyugaensis		Vibrionaceae		http://www.bacterio.net/vibrio.html	Bacteria;Alpha-Beta and Gammaproteobacteria;Gammaproteobacteria and Betaproteobacteria;Vibrionaceae	Bacteria;Proteobacteria;Gammaproteobacteria;Vibrionales;Vibrionaceae;Vibrio
AJ421445	1	1367	s93	Vibrio ichthyoenteri		Vibrionaceae	1, t2	http://www.bacterio.net/vibrio.html	Bacteria;Alpha-Beta and Gammaproteobacteria;Gammaproteobacteria and Betaproteobacteria;Vibrionaceae	Bacteria;Proteobacteria;Gammaproteobacteria;Vibrionales;Vibrionaceae;Vibrio
FN687911	1	1484	s123	Vibrio inhibens		Vibrionaceae		http://www.bacterio.net/vibrio.html	Bacteria;Alpha-Beta and Gammaproteobacteria;Gammaproteobacteria and Betaproteobacteria;Vibrionaceae	Bacteria;Proteobacteria;Gammaproteobacteria;Vibrionales;Vibrionaceae;Vibrio
DQ922920	1	1433	s93	Vibrio inusitatus		Vibrionaceae	1	http://www.bacterio.net/vibrio.html	Bacteria;Alpha-Beta and Gammaproteobacteria;Gammaproteobacteria and Betaproteobacteria;Vibrionaceae	Bacteria;Proteobacteria;Gammaproteobacteria;Vibrionales;Vibrionaceae;Vibrio
AB562589	1	1400	s111	Vibrio jasicida		Vibrionaceae		http://www.bacterio.net/vibrio.html	Bacteria;Alpha-Beta and Gammaproteobacteria;Gammaproteobacteria and Betaproteobacteria;Vibrionaceae	Bacteria;Proteobacteria;Gammaproteobacteria;Vibrionales;Vibrionaceae;Vibrio
AM162657	1	1392	s93	Vibrio kanaloae		Vibrionaceae	1, n	http://www.bacterio.net/vibrio.html	Bacteria;Alpha-Beta and Gammaproteobacteria;Gammaproteobacteria and Betaproteobacteria;Vibrionaceae	Bacteria;Proteobacteria;Gammaproteobacteria;Vibrionales;Vibrionaceae;Vibrio
AJ278881	1	1559	s93	Vibrio lentus		Vibrionaceae	1	http://www.bacterio.net/vibrio.html	Bacteria;Alpha-Beta and Gammaproteobacteria;Gammaproteobacteria and Betaproteobacteria;Vibrionaceae	Bacteria;Proteobacteria;Gammaproteobacteria;Vibrionales;Vibrionaceae;Vibrio
DQ097523	1	1441	s93	Vibrio litoralis		Vibrionaceae	1	http://www.bacterio.net/vibrio.html	Bacteria;Alpha-Beta and Gammaproteobacteria;Gammaproteobacteria and Betaproteobacteria;Vibrionaceae	Bacteria;Proteobacteria;Gammaproteobacteria;Vibrionales;Vibrionaceae;Vibrio
KC751062	1	1481	s123	Vibrio madracius		Vibrionaceae		http://www.bacterio.net/vibrio.html	Bacteria;Alpha-Beta and Gammaproteobacteria;Gammaproteobacteria and Betaproteobacteria;Vibrionaceae	Bacteria;Proteobacteria;Gammaproteobacteria;Vibrionales;Vibrionaceae;Vibrio
EU144014	1	1389	s106	Vibrio mangrovi		Vibrionaceae		http://www.bacterio.net/vibrio.html	Bacteria;Alpha-Beta and Gammaproteobacteria;Gammaproteobacteria and Betaproteobacteria;Vibrionaceae	Bacteria;Proteobacteria;Gammaproteobacteria;Vibrionales;Vibrionaceae;Vibrio
FJ847833	1	1290	s106	Vibrio marisflavi		Vibrionaceae		http://www.bacterio.net/vibrio.html	Bacteria;Alpha-Beta and Gammaproteobacteria;Gammaproteobacteria and Betaproteobacteria;Vibrionaceae	Bacteria;Proteobacteria;Gammaproteobacteria;Vibrionales;Vibrionaceae;Vibrio
GU929925	1	1504	s108	Vibrio maritimus		Vibrionaceae		http://www.bacterio.net/vibrio.html	Bacteria;Alpha-Beta and Gammaproteobacteria;Gammaproteobacteria and Betaproteobacteria;Vibrionaceae	Bacteria;Proteobacteria;Gammaproteobacteria;Vibrionales;Vibrionaceae;Vibrio
X74710	1	1470	s93	Vibrio mediterranei		Vibrionaceae	1	http://www.bacterio.net/vibrio.html	Bacteria;Alpha-Beta and Gammaproteobacteria;Gammaproteobacteria and Betaproteobacteria;Vibrionaceae	Bacteria;Proteobacteria;Gammaproteobacteria;Vibrionales;Vibrionaceae;Vibrio
KJ647312	1	1411	s121	Vibrio metoecus		Vibrionaceae		http://www.bacterio.net/vibrio.html	Bacteria;Alpha-Beta and Gammaproteobacteria;Gammaproteobacteria and Betaproteobacteria;Vibrionaceae	Bacteria;Proteobacteria;Gammaproteobacteria;Vibrionales;Vibrionaceae;Vibrio
X74711	1	1433	s93	Vibrio metschnikovii		Vibrionaceae	2, Z	http://www.bacterio.net/vibrio.html	Bacteria;Alpha-Beta and Gammaproteobacteria;Gammaproteobacteria and Betaproteobacteria;Vibrionaceae	Bacteria;Proteobacteria;Gammaproteobacteria;Vibrionales;Vibrionaceae;Vibrio
